event_id,session_id,cow_id,layer,label,code,en,type,evidence,protocol,t_start_rel_ms,t_end_rel_ms,duration_ms,device_key,device_mac,video_name,adjudication,sensor_eligible
EVT-00616,2026-07-28 10_16_56,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1233918.0,1318471.0,84553.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00136.mp4,single_annotator,True
EVT-00617,2026-07-28 10_16_56,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1339027.0,1449069.0,110042.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00136.mp4,single_annotator,True
EVT-00618,2026-07-28 10_16_56,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1466034.0,1628516.0,162482.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00136.mp4,single_annotator,True
EVT-00619,2026-07-28 10_16_56,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1651615.0,1750408.0,98793.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00136.mp4,single_annotator,True
EVT-00620,2026-07-28 10_16_56,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1768319.0,1856809.0,88490.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00136.mp4,single_annotator,True
EVT-00621,2026-07-28 10_16_56,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1892606.0,2469302.0,576696.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00136.mp4,single_annotator,True
EVT-00622,2026-07-28 10_16_56,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2470553.0,3016740.0,546187.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00136.mp4,single_annotator,True
EVT-00623,2026-07-28 10_16_56,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,3052637.0,3482550.0,429913.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00136.mp4,single_annotator,True
EVT-00624,2026-07-28 11_22_58,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,0.0,526798.0,526798.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00625,2026-07-28 11_22_58,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,753774.0,1160942.0,407168.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00626,2026-07-28 11_22_58,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,1246933.0,1264770.0,17837.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00627,2026-07-28 11_22_58,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,1272515.0,1373231.0,100716.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00628,2026-07-28 11_22_58,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,1375780.0,1406728.0,30948.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00629,2026-07-28 11_22_58,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,1432451.0,1537398.0,104947.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00630,2026-07-28 11_22_58,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,1538391.0,1553281.0,14890.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00631,2026-07-28 11_22_58,21074-1,posture_transition,卧倒过程,LYING_DOWN,lying down,interval,两者,v3,1563401.0,1571405.0,8004.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,preferred_annotator,True
EVT-00632,2026-07-28 11_22_58,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,1574785.0,2548738.0,973953.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00633,2026-07-28 11_22_58,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,2550258.0,3074072.0,523814.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00634,2026-07-28 11_22_58,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,3099172.0,3266771.0,167599.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00635,2026-07-28 11_22_58,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,3287557.0,3367103.0,79546.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00636,2026-07-28 11_22_58,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,3433445.0,3556217.0,122772.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00637,2026-07-28 11_22_58,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,3557297.0,3586905.0,29608.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00144.mp4,single_annotator,True
EVT-00638,2026-07-28 12_28_50,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,0.0,577183.0,577183.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00150.mp4,single_annotator,True
EVT-00639,2026-07-28 12_28_50,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,613034.0,1613474.0,1000440.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00150.mp4,single_annotator,True
EVT-00640,2026-07-28 12_28_50,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,1615060.0,2333488.0,718428.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00150.mp4,single_annotator,True
EVT-00641,2026-07-28 12_28_50,21074-1,posture_transition,起立过程,STANDING_UP,standing up,interval,两者,v3,2404221.0,2413369.0,9148.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00150.mp4,preferred_annotator,True
EVT-00642,2026-07-28 12_28_50,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2429333.0,2621019.0,191686.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00150.mp4,single_annotator,True
EVT-00643,2026-07-28 12_28_50,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2622320.0,2644565.0,22245.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00150.mp4,single_annotator,True
EVT-00644,2026-07-28 12_28_50,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2660070.0,3572554.0,912484.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00150.mp4,single_annotator,True
EVT-00645,2026-07-28 13_35_10,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,0.0,126576.0,126576.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00646,2026-07-28 13_35_10,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,131599.0,146954.0,15355.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00647,2026-07-28 13_35_10,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,152558.0,170456.0,17898.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00648,2026-07-28 13_35_10,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,170456.0,224170.0,53714.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00649,2026-07-28 13_35_10,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,224565.0,275799.0,51234.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00650,2026-07-28 13_35_10,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,301298.0,645332.0,344034.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00651,2026-07-28 13_35_10,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,646595.0,1171436.0,524841.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00652,2026-07-28 13_35_10,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1229557.0,1457284.0,227727.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00653,2026-07-28 13_35_10,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1653755.0,2019544.0,365789.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00654,2026-07-28 13_35_10,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2050475.0,2491847.0,441372.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00655,2026-07-28 13_35_10,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2520073.0,2659137.0,139064.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00656,2026-07-28 13_35_10,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2661113.0,2787104.0,125991.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00657,2026-07-28 13_35_10,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2827872.0,3153994.0,326122.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00658,2026-07-28 13_35_10,21074-1,objective_event,排尿,URINATION,urination,interval,两者,v3,3149358.0,3213137.0,63779.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00659,2026-07-28 13_35_10,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,3213137.0,3476188.0,263051.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00660,2026-07-28 13_35_10,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,3514871.0,3537488.0,22617.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00661,2026-07-28 13_35_10,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,3548211.0,3599976.0,51765.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00158.mp4,single_annotator,True
EVT-00662,2026-07-28 14_41_29,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,109706.0,381227.0,271521.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00663,2026-07-28 14_41_29,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,497921.0,615500.0,117579.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00664,2026-07-28 14_41_29,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,615500.0,686887.0,71387.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00665,2026-07-28 14_41_29,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,1931904.0,1967537.0,35633.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00666,2026-07-28 14_41_29,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2000847.0,2695864.0,695017.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00667,2026-07-28 14_41_29,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2696656.0,2732417.0,35761.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00668,2026-07-28 14_41_29,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2750474.0,3228604.0,478130.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00669,2026-07-28 14_41_29,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,3233662.0,3261712.0,28050.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00670,2026-07-28 14_41_29,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,3261712.0,3281783.0,20071.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00671,2026-07-28 14_41_29,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,3289925.0,3330289.0,40364.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00672,2026-07-28 14_41_29,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,3459466.0,3484940.0,25474.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00673,2026-07-28 14_41_29,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,3487668.0,3510856.0,23188.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00674,2026-07-28 14_41_29,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,3546498.0,3554178.0,7680.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00166.mp4,single_annotator,True
EVT-00675,2026-07-28 15_47_42,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,0.0,112810.0,112810.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00676,2026-07-28 15_47_42,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,137271.0,419103.0,281832.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00677,2026-07-28 15_47_42,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,467869.0,710420.0,242551.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00678,2026-07-28 15_47_42,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,715484.0,720760.0,5276.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00679,2026-07-28 15_47_42,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,723328.0,742707.0,19379.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00680,2026-07-28 15_47_42,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,812797.0,823180.0,10383.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00681,2026-07-28 15_47_42,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,823180.0,858911.0,35731.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00682,2026-07-28 15_47_42,21074-1,posture_transition,卧倒过程,LYING_DOWN,lying down,interval,两者,v3,858911.0,876730.0,17819.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00683,2026-07-28 15_47_42,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,876730.0,1443286.0,566556.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00684,2026-07-28 15_47_42,21074-1,posture_transition,起立过程,STANDING_UP,standing up,interval,两者,v3,1443286.0,1458640.0,15354.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00685,2026-07-28 15_47_42,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,1458640.0,1724077.0,265437.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00686,2026-07-28 15_47_42,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,1909148.0,2005070.0,95922.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00687,2026-07-28 15_47_42,21074-1,posture_transition,卧倒过程,LYING_DOWN,lying down,interval,两者,v3,2005070.0,2025379.0,20309.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00688,2026-07-28 15_47_42,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,2025379.0,2722365.0,696986.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00689,2026-07-28 15_47_42,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,2723595.0,3599973.0,876378.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00174.mp4,single_annotator,True
EVT-00690,2026-07-28 16_53_58,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,0.0,775044.0,775044.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00691,2026-07-28 16_53_58,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,776186.0,778154.0,1968.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00692,2026-07-28 16_53_58,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,778154.0,1394630.0,616476.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00693,2026-07-28 16_53_58,21074-1,posture_transition,起立过程,STANDING_UP,standing up,interval,两者,v3,1402300.0,1427880.0,25580.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00694,2026-07-28 16_53_58,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,1435560.0,1882844.0,447284.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00695,2026-07-28 16_53_58,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,1884149.0,1941897.0,57748.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00696,2026-07-28 16_53_58,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,1971872.0,1984402.0,12530.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00697,2026-07-28 16_53_58,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,1994481.0,2012462.0,17981.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00698,2026-07-28 16_53_58,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2012462.0,2109253.0,96791.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00699,2026-07-28 16_53_58,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2109253.0,2122042.0,12789.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00700,2026-07-28 16_53_58,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2122042.0,2158820.0,36778.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00701,2026-07-28 16_53_58,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2212449.0,2232912.0,20463.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00702,2026-07-28 16_53_58,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2243144.0,2313918.0,70774.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00703,2026-07-28 16_53_58,21074-1,objective_event,排尿,URINATION,urination,interval,两者,v3,2326734.0,2351608.0,24874.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,preferred_annotator,True
EVT-00704,2026-07-28 16_53_58,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2356413.0,2397327.0,40914.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00705,2026-07-28 16_53_58,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2398943.0,2426590.0,27647.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00706,2026-07-28 16_53_58,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2426590.0,2665619.0,239029.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00707,2026-07-28 16_53_58,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2690138.0,2754226.0,64088.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00708,2026-07-28 16_53_58,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2812814.0,2929717.0,116903.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00709,2026-07-28 16_53_58,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2955131.0,3445971.0,490840.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00710,2026-07-28 16_53_58,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,3532950.0,3599985.0,67035.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00182.mp4,single_annotator,True
EVT-00711,2026-07-28 18_00_15,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,40521.0,419149.0,378628.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00189.mp4,single_annotator,True
EVT-00712,2026-07-28 18_00_15,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,429569.0,1091866.0,662297.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00189.mp4,single_annotator,True
EVT-00713,2026-07-28 18_00_15,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1143250.0,1384893.0,241643.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00189.mp4,single_annotator,True
EVT-00714,2026-07-28 18_00_15,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,1386962.0,1417177.0,30215.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00189.mp4,single_annotator,True
EVT-00715,2026-07-28 18_00_15,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1470010.0,1764687.0,294677.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00189.mp4,single_annotator,True
EVT-00716,2026-07-28 18_00_15,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1765089.0,1882275.0,117186.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00189.mp4,single_annotator,True
EVT-00717,2026-07-28 18_00_15,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1917697.0,1976446.0,58749.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00189.mp4,single_annotator,True
EVT-00718,2026-07-28 18_00_15,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2001625.0,2114805.0,113180.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00189.mp4,single_annotator,True
EVT-00719,2026-07-28 18_00_15,21074-1,posture_transition,卧倒过程,LYING_DOWN,lying down,interval,两者,v3,2209534.0,2227522.0,17988.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00189.mp4,single_annotator,True
EVT-00720,2026-07-28 18_00_15,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,2227522.0,3460676.0,1233154.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00189.mp4,single_annotator,True
EVT-00721,2026-07-28 18_00_15,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,3462388.0,3599990.0,137602.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00189.mp4,single_annotator,True
EVT-00722,2026-07-28 19_06_15,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,461839.0,1415116.0,953277.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00723,2026-07-28 19_06_15,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,1416238.0,2367987.0,951749.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00724,2026-07-28 19_06_15,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,2370856.0,2465922.0,95066.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00725,2026-07-28 19_06_15,21074-1,posture_transition,起立过程,STANDING_UP,standing up,interval,两者,v3,2469224.0,2492286.0,23062.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00726,2026-07-28 19_06_15,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2492286.0,2843912.0,351626.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00727,2026-07-28 19_06_15,21074-1,objective_event,排尿,URINATION,urination,interval,两者,v3,2841350.0,2892505.0,51155.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00728,2026-07-28 19_06_15,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2892505.0,3009998.0,117493.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00729,2026-07-28 19_06_15,21074-1,tail_action,抬尾,TAIL_RAISED,tail raised,interval,两者,v3,3014797.0,3048054.0,33257.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00730,2026-07-28 19_06_15,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,3048054.0,3095619.0,47565.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00731,2026-07-28 19_06_15,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,3118693.0,3172513.0,53820.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00732,2026-07-28 19_06_15,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,3172513.0,3197996.0,25483.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00733,2026-07-28 19_06_15,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,3203154.0,3311904.0,108750.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00734,2026-07-28 19_06_15,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,3330201.0,3345171.0,14970.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00735,2026-07-28 19_06_15,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,3363088.0,3456043.0,92955.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00736,2026-07-28 19_06_15,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,3517420.0,3530138.0,12718.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00737,2026-07-28 19_06_15,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,3530138.0,3599983.0,69845.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00197.mp4,single_annotator,True
EVT-00738,2026-07-28 20_12_25,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,0.0,180383.0,180383.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00205.mp4,single_annotator,True
EVT-00739,2026-07-28 20_12_25,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,184064.0,196856.0,12792.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00205.mp4,single_annotator,True
EVT-00740,2026-07-28 20_12_25,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,214684.0,242964.0,28280.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00205.mp4,single_annotator,True
EVT-00741,2026-07-28 20_12_25,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,243126.0,252295.0,9169.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00205.mp4,single_annotator,True
EVT-00742,2026-07-28 20_12_25,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,265036.0,313693.0,48657.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00205.mp4,single_annotator,True
EVT-00743,2026-07-28 20_12_25,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,327524.0,376191.0,48667.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00205.mp4,single_annotator,True
